<nGateways>,<nEndDevices>,<totalTime>,<drCalcMethod>,<drCalcMethodMisc>,<seed>,<usDataPeriod>,<nodeId>,<tranmissionsDeliveredForNode>,<tranmissionsSentForNode>,<PDRForNode>
1,1000,301,0,0.01,31088,300,985,1,1,1.0
1,1000,301,0,0.01,31088,300,986,0,1,0.0
1,1000,301,0,0.01,31088,300,987,1,1,1.0
1,1000,301,0,0.01,31088,300,988,1,1,1.0
1,1000,301,0,0.01,31088,300,989,1,1,1.0
1,1000,301,0,0.01,31088,300,990,1,1,1.0
1,1000,301,0,0.01,31088,300,991,1,1,1.0
1,1000,301,0,0.01,31088,300,992,1,1,1.0
1,1000,301,0,0.01,31088,300,993,0,1,0.0
1,1000,301,0,0.01,31088,300,994,1,1,1.0
1,1000,301,0,0.01,31088,300,995,1,1,1.0
1,1000,301,0,0.01,31088,300,996,1,1,1.0
1,1000,301,0,0.01,31088,300,997,1,1,1.0
1,1000,301,0,0.01,31088,300,998,1,1,1.0
1,1000,301,0,0.01,31088,300,999,0,1,0.0
1,1000,301,0,0.01,31088,300,1000,1,1,1.0
